iid	model	creator	title	date	department
und:1g05fb50z17	Etd	Julie Torborg	The Charge Asymmetry in W Bosons Produced in Proton-Antiproton Collisions at Center-of-Mass Energy 1.96 TeV	2005-08-26	University of Notre Dame::College of Science::Physics
und:1g05fb50z79	Etd	William Scott Kinman	Textural and Microanalysis of Igneous Rocks: Tools for Understanding Igneous Processes	2008-07-28	University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:1j92g73463x	Etd	Matthew Philip Prygoski	Development and Analysis of a High Speed Bone Fracture Fixation Technology	2012-04-05	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:1j92g734648	Etd	Thidapat Chantem	Real-Time System Design Under Physical and Resource Constraints	2011-06-24	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:1j92g73468n	Etd	Jenny L. Vaydich	The Influence of Emotion Regulation on Aggressive Behavior in the Face of Provocation	2011-04-28	University of Notre Dame::College of Arts and Letters::Psychology
und:1j92g734706	Etd	Qiang Ling	Stability and performance of control systems with limited feedback information	2005-05-16	University of Notre Dame::College of Engineering::Electrical Engineering
und:1j92g734737	Etd	Pascal R. Deboeck	Smoothing-Independent Estimation of a Linear Differential Equation Model	2010-12-16	University of Notre Dame::College of Arts and Letters::Psychology
und:1j92g73471j	Etd	Andrew Alexander Forbes	Sequential radiation of the parasitoid wasp Diachasma alloeum.	2008-07-02	University of Notre Dame::College of Engineering::Biological Sciences
und:1j92g73474k	Etd	Carlos Gervasoni	A Rentier Theory of Subnational Democracy: The Politically Regressive Effects of Fiscal Federalism in Argentina	2011-08-12	University of Notre Dame::College of Arts and Letters::Political Science
und:1j92g73477m	Etd	Andrew Nugent Balhoff	Compressed Air Energy Storage for Vehicle Start-Stop and Launch Assist	2012-12-13	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:1j92g734799	Etd	Pamela Marguerite Schaal	Fiscal Federalism: The Effects of Divided versus Unified Government on Federal Grant-in-Aid Spending	2009-03-31	University of Notre Dame::College of Arts and Letters::Political Science
und:1j92g73480h	Etd	Yue Li	Textured Surfaces for Orthopedic Implants	2008-06-30	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:1n79h417g38	Etd	Larry Ricardo Gibson	Rapid Detection of Lipid Biomarkers in Three-Dimensional Hybrid Microfluidicanofluidic Devices	2014-02-20	University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:1n79h417g69	Etd	Jeffrey William Pavlik	Investigations of Diatomic Heme Ligands. Part I: Nuclear Resonance Vibrational Spectroscopy of Nitrosyl Iron Porphyrinates. Part II: The Characterization of Hydrosulfido Heme Models	2011-09-26	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:1n79h417g80	Etd	Marcia Eileen Braun	Do Individual Differences in Global Social Support Affect How Daily Support Buffers Daily Stress?	2010-12-13	University of Notre Dame::College of Arts and Letters::Psychology
und:1n79h417h3k	Etd	Chelsea M. Weaver	Violence Breeds Violence: Childhood Exposure and Adolescent Conduct Problems	2007-06-01	University of Notre Dame::College of Arts and Letters::Psychology
und:1n79h417h6m	Etd	S. M. Niaz Arifin	A Spatial Agent-Based Model and a Multi-Dimensional Data Warehouse for Malaria Research	2013-09-17	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:1n79h417h9n	Etd	Shannon Valenzuela	Mnemosyne's Son: Chaucer, Translation, and the Creation of English Textual Memory	2007-10-01	University of Notre Dame::College of Arts and Letters::English
und:1r66j100r6v	Etd	Alexander Grant White	Selective Recognition of Bacteria Utilizing Zinc(II)-Dipicolylamine Conjugated Far-Red Fluorescent Probes	2012-05-08	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:1r66j100r5h	Etd	Michael William Handlogten	Design of a Heterobivalent Inhibitor of Allergy and More Physiologically Relevant Allergy Models	2013-04-30	University of Notre Dame::College of Engineering::Chemical and Biomolecular Engineering
und:1r66j100s03	Etd	Steven Barbachyn	Analytical Evaluation of Diagonally-Reinforced Concrete Coupling Beams Under Lateral Loads	2011-09-21	University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:1r66j100s2s	Etd	Arun Francis Rodrigues	Programming Future Architectures: Dusty Decks, Memory Walls, and the Speed of Light	2006-06-05	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:1r66j100s34	Etd	Irfan A Khawaja	Foundationalism and the Foundations of Ethics	2008-07-02	University of Notre Dame::College of Arts and Letters::Philosophy
und:1r66j100s5t	Etd	Yury Pogorelov	A Search for the Associated Higgs Production in the Tau Channel	2008-03-05	University of Notre Dame::College of Science::Physics
und:1r66j100s65	Etd	Zhi Zhai	Technology-Facilitated Crowdsourcing Systems	2013-08-14	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:1r66j100t1r	Etd	Damon McGraw	Apocalyptic Thought in John Henry Newman: Discerning Antichrist in Modernity	2014-05-05	University of Notre Dame::College of Arts and Letters::Theology
und:1r66j100s8v	Etd	Angel Eduardo Alvarez	Political Funding Regulations in Latin America: Uncertainty, Equity and Transparency	2011-11-30	University of Notre Dame::College of Arts and Letters::Political Science
und:1r66j100s96	Etd	Patrick Howard Donohue	Origin and Evolution of High-Titanium Mare Basalts	2013-12-16	University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:1r66j100t23	Etd	Leonard James DeLorenzo	Those Who Hear Will Live: A Theological Explication of the Communion of Saints	2014-07-24	University of Notre Dame::College of Arts and Letters::Theology
und:1r66j100t4s	Etd	Timothy Ferdinands	Groupoids with root systems in real vector spaces		University of Notre Dame::College of Science::Mathematics
und:1r66j100v5f	Etd	Yuriy Hulovatyy	Exploring Structure and Dynamics of Complex Networks: Novel Methods and Interdisciplinary Applications		University of Notre Dame::College of Engineering::Computer Science and Engineering
und:1r66j100v6s	Etd	Margaret B. Owensby	Quantifying the Uncertainty of Vegetation-Induced Wave Dissipation		University of Notre Dame::College of Engineering::Civil and Environmental Engineering and Earth Sciences
und:1r66j100z3p	Etd	Ruiwen Zhen	Aided Blind Deblurring Image Degraded by Motion Blur		University of Notre Dame::College of Engineering::Electrical Engineering
und:1v53jw8415w	Etd	Zijun Ke	An Empirical Comparison of Three Methods to Establish Directional Relationships Using Multivariate Time Series: Effective Connectivity Analysis with Functional Magnetic Resonance Imaging Studies	2014-03-05	University of Notre Dame::College of Arts and Letters::Psychology
und:1v53jw8418x	Etd	Francisco A Noria	Physiological Implications for Murine Deficiencies of Key Proteins of the Coagulation Cascade	2011-09-26	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:1v53jw8420g	Etd	Michael Stephen Crocker	Study of Spacings and Defects in Molecular QCA and Design of a QCA-based Programmable Logic Array	2010-12-13	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:1v53jw84225	Etd	Bryan M Morales	Company Towns Revisited: Historic Typologies as a Model for Stability and Growth in Developing Countries	2006-05-15	
und:1v53jw84256	Etd	Xiangdong Qin	Reaction of Hyperthermal Oxygen Ions with Self-Assembled Monolayers and Silicon Oxide Thin Films	2006-02-10	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:1v53jw84345	Etd	Matthew P. McDonald	Absorption and emission spectroscopy of individual semiconductor nanostructures		University of Notre Dame::College of Science::Chemistry and Biochemistry
und:1v53jw84314	Etd	Vesela Yordanova Ugrinova	Synthesis and Chemistry of Titanium(IV) Complexes with Triamido-Amine, Triaryloxo-Amine, Beta-Diketonate/Phenoxide and Bis(Beta-Diketonate) Ligands	2007-12-11	University of Notre Dame::College of Science::Chemistry and Biochemistry
und:1v53jw8435h	Etd	Everaldo Aguiar	Identifying Students at Risk and Beyond: A Machine Learning Approach		University of Notre Dame::College of Engineering::Computer Science and Engineering
und:1v53jw8442s	Etd	Andi Noakes	Population Dynamics of <em>Fraxinus pennsylvanica</em>		University of Notre Dame::College of Engineering::Biological Sciences
und:1v53jw84763	Etd	Amy E. Jonason	Growing the Good Food Revolution: Strategies of Sustainable Community in Two Urban Alternative Food Projects		University of Notre Dame::College of Arts and Letters::Sociology
und:1z40ks6797n	Etd	Andrew James Steward	The Chondrogenic Response of Mesenchymal Stem Cells to Mechanical Loading	2014-05-01	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:1z40ks67980	Etd	Chadwick C. Curtis	Essays on the Macroeconomics of China	2012-04-17	University of Notre Dame::College of Arts and Letters::Economics
und:1z40ks67b27	Etd	Michaela Bucchianeri	Can Working Memory Interference Explain Need for Cognitive Closure Effects in the Perception of Discrimination?	2011-04-28	University of Notre Dame::College of Arts and Letters::Psychology
und:1z40ks67b4x	Etd	Po Wu	Symmetry and Dissipativity in the Design of Large-Scale Complex Control Systems	2013-05-15	University of Notre Dame::College of Engineering::Electrical Engineering
und:1z40ks67b58	Etd	Nathan L. King	The Epistemology of Disagreement: Puzzles, Solutions, and Applications	2009-07-01	University of Notre Dame::College of Arts and Letters::Philosophy
und:1z40ks67b7z	Etd	Diane M Lickenbrock	Examining Infant Attachment Security with Mothers and Fathers: An Ecological Systems Perspective	2010-08-09	University of Notre Dame::College of Arts and Letters::Psychology
und:1z40ks67c0v	Etd	Laura Kinnaman	Structural, dynamic, and spectroscopic properties of self-consistent charge density functional tight binding water models	2011-12-07	University of Notre Dame::College of Science::Physics
und:1z40ks67c16	Etd	Quinn Nathaniel Lathrop	The Impact of Within-Template Systematic Variation on Response Models	2013-12-16	University of Notre Dame::College of Arts and Letters::Psychology
und:1z40ks67c3w	Etd	Julia M Harris	Dodge & Burn	2015-04-22	University of Notre Dame::College of Arts and Letters::English
und:1z40ks67c78	Etd	Patrick X. Gardner	Modern Pentecost: Henri de Lubac on Atheism and the Spiritual Posterity of Joachim of Fiore		University of Notre Dame::College of Arts and Letters::Theology
und:1z40ks67c8m	Etd	Stephen M. Mattingly	The Impact of Stress and Cortisol on the Emotional Memory Trade-Off Effect	2015-06-15	University of Notre Dame::College of Arts and Letters::Psychology
und:2227mp50k7h	Etd	Bradley Rettler	Grounding Truthmaking	2014-03-31	University of Notre Dame::College of Arts and Letters::Philosophy
und:2227mp50m0d	Etd	Walter Blaine Early, IV	Why Bother Hanging On to Old Shit	2011-09-26	University of Notre Dame::College of Arts and Letters::Art, Art History, and Design
und:2227mp50m23	Etd	Andrew Koldewey Henrick	Shock-Fitted Numerical Solutions of One- and Two-Dimensional Detonation	2011-01-13	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:2227mp50m4s	Etd	Xiaowei Jin	LDPC codes on fading channels: receiver design, performance analysis and code design	2008-03-19	University of Notre Dame::College of Engineering::Electrical Engineering
und:2227mp50m7t	Etd	Chrystyna D. Kouros	Children's Responses to Everyday Marital Conflict: The Influence of Marital Aggression	2008-02-28	University of Notre Dame::College of Arts and Letters::Psychology
und:2227mp50n0q	Etd	Shaddy Abado	An Approach to Spatial and Temporal Frequencies for Aero-Optics Correction	2012-09-26	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:2227mp50n3r	Etd	Jonathan Davis-Secord	Theodcwidas: Compound Words, Language, and Social Context in Early English Literature	2007-12-11	University of Notre Dame::Centers and Institutes::Medieval Institute
und:2227mp50p4d	Etd	Katy Cousino	THE GIRDLES: An Autobiology		University of Notre Dame::College of Arts and Letters::English
und:2227mp50p5r	Etd	Lesley Grace Sullivan	Textual Polyphony in Mozart's <em>Don Giovanni</em>		University of Notre Dame::College of Arts and Letters::Romance Languages and Literatures
und:2514nk33v98	Etd	Jason Robert Tomko	Fluid-Loaded Vibration of Thin Structures Due to Turbulent Excitation	2014-04-14	University of Notre Dame::College of Engineering::Aerospace and Mechanical Engineering
und:2514nk33w0g	Etd	Matthew Aaron Meixner	Supernovae Simulations and the Equation of State	2013-04-30	University of Notre Dame::College of Science::Physics
und:2514nk33w25	Etd	Shyamkumar Thoziyoor	Pim Lite: Vlsi Prototype of a Multithreaded Processor-In-Memory Chip	2004-05-21	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:2514nk33w4v	Etd	Shawn Thomas O'Neil	Non-Model Transcriptomics: Applications, Assessments, and Algorithms	2012-05-02	University of Notre Dame::College of Engineering::Computer Science and Engineering
und:2514nk33w7w	Etd	Gifford Andrew Grobien	"Be Transformed by the Renewing of Your Minds": Christian Worship as the Root of Righteousness and Ethical Formation	2011-07-01	University of Notre Dame::College of Arts and Letters::Theology
